Unique_vin;condition;year;make;model;trim;body;transmission;state;odometer;color;interior;seller;mmr;sellingprice;sale_time;Day_of_week;sale_date;Price_category;mileage_category;Car_type
jn1cv6fe8am355371;39;2010;Infiniti;G37 Convertible;Base;G37 Convertible;automatic;ca;58266;white;beige;nissan infiniti lt;18450;21000;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1nxbu40e79z135798;31;2009;Toyota;Corolla;Base;Sedan;automatic;ca;79618;silver;gray;jpmorgan chase bank n.a.;6625;8200;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
jm3tb28v690180060;31;2009;Mazda;CX-9;Grand Touring;SUV;automatic;ca;140689;white;gray;northwest import sales;6775;8000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
4jgbb86e29a465998;27;2009;Mercedes-Benz;M-Class;ML350 4MATIC;SUV;automatic;ca;71108;silver;black;dublin honda;18700;18500;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wbanv13559c154975;44;2009;BMW;5 Series;528i xDrive;Sedan;automatic;ca;41128;black;off-white;financial services remarketing (lease);17100;17800;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;avarage
wmwmf73599tw81834;2;2009;MINI;Cooper;S;Hatchback;automatic;ca;108096;gray;black;east bay bmw;5825;4600;15:10:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
3fahp08109r180756;null;2009;Ford;Fusion;SEL;Sedan;automatic;ca;56663;black;black;kearny pearson kia;9025;8500;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2g1wd57c191152763;19;2009;Chevrolet;Impala;SS;Sedan;automatic;ca;101928;silver;black;jpmorgan chase bank n.a.;7300;5000;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1nxbu40e39z084946;null;2009;Toyota;Corolla;LE;Sedan;automatic;ca;129005;black;—;marios auto wholesale;6250;5400;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
1c3lc46b09n536939;19;2009;Chrysler;Sebring;LX;Sedan;automatic;ca;71042;white;gray;us bank;5425;4000;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
1nxbu40e29z011048;36;2009;Toyota;Corolla;LE;Sedan;automatic;ca;83334;white;beige;san diego sports cars;6925;9100;12:15:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
knafe222795664881;19;2009;Kia;Spectra;EX;Sedan;automatic;ca;75430;black;beige;enterprise car sales/orange;4250;3500;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
1hgcp36848a014725;43;2008;Honda;Accord;EX-L V-6;Sedan;automatic;ca;76120;gray;gray;aaero sweet company;9500;12500;11:30:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
3gnec12008g228675;37;2008;Chevrolet;Avalanche;LT;Crew Cab;automatic;ca;106237;gray;black;wondries toyota;12600;14000;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
wmwmf33558tu66376;28;2008;MINI;Cooper;Base;Hatchback;manual;ca;72700;green;black;high bid trading co inc;6900;6500;12:15:00;Wed;Dec 31 2014;cheap;medium_mileage;avarage
1gnfc13j48r186765;null;2008;Chevrolet;Tahoe;LT;SUV;null;ca;77806;gray;—;win hyundai carson;17700;20500;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
3a8fy48b58t248316;24;2008;Chrysler;PT Cruiser;Base;Wagon;automatic;ca;102192;white;gray;redline remarketing;2800;2900;12:05:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
2d4fv47t38h221511;1;2008;Dodge;Magnum;Base;Wagon;automatic;ca;81971;silver;black;credit acceptance corp/vrs/southfield;6200;2800;15:00:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
2hgfg12618h539040;25;2008;Honda;Civic;LX;Coupe;automatic;ca;95678;gray;gray;ahfc/honda lease trust/hvt  inc.;5925;6300;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
2a8gm68x78r631202;38;2008;Chrysler;Pacifica;Touring;Wagon;automatic;ca;114074;white;gray;veros credit;4725;3700;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
5uxfe83528l166899;36;2008;BMW;X5;4.8i;SUV;automatic;ca;71100;black;black;ubs wholesale;18100;19750;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;avarage
wauaf78e67a206890;null;2007;Audi;A4;2.0T;Sedan;automatic;ca;108796;silver;—;golden gate auto wholesale inc;5825;6400;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
jtjgw31u682009105;21;2008;Lexus;RX 400h;Base;SUV;automatic;ca;83658;gray;gray;pacific porsche;16100;12800;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wbaeh13597cr46437;34;2007;BMW;6 Series;650i;Coupe;automatic;ca;110984;black;beige;imans imports;13550;13000;12:30:00;Tue;Dec 23 2014;cheap;high_mileage;avarage
1g2al18f787179333;37;2008;Pontiac;G5;Base;Coupe;automatic;ca;93498;silver;black;lobel financial corp;4125;4000;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;avarage
wddej71x78a016960;44;2008;Mercedes-Benz;CL-Class;CL550;Coupe;automatic;ca;64251;black;tan;autobahnd;30500;30000;12:30:00;Tue;Jan 06 2015;cheap;medium_mileage;avarage
2hnyd28857h523060;23;2007;Acura;MDX;Base;SUV;automatic;ca;131505;silver;black;wells fargo dealer services;13050;12400;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
5j8tb18597a005863;34;2007;Acura;RDX;Base;SUV;automatic;ca;104329;—;black;lease remarketing services inc;9875;11800;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
5npet46c58h343021;19;2008;Hyundai;Sonata;GLS;Sedan;automatic;ca;119035;red;tan;wells fargo dealer services;3600;3400;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
1g2al18f887123465;19;2008;Pontiac;G5;Base;Coupe;manual;ca;98777;red;black;rancho ford;3925;2550;12:00:00;Thu;Jan 08 2015;cheap;medium_mileage;avarage
jh4cl96977c010515;25;2007;Acura;TSX;Base;Sedan;automatic;ca;105929;silver;black;onemain rem/delta dealer;8125;9700;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;avarage
5gtdn13e978178073;34;2007;HUMMER;H3;Base;SUV;automatic;ca;71031;gray;black;tdaf remarketing;13450;15750;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;avarage
jnkby01ex7m401150;38;2007;Infiniti;M45;Sport;Sedan;automatic;ca;112200;black;black;premium auto wholesale;12100;11700;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;avarage
